"","reportdate","overall","ownership","locationid","location_start_2025","location_end_2025","good","rating"
"25286",2022-07-06,"Good","For-profit","1-10712661173",22384,NA,1,"Good"
"25287",2022-07-06,"Requires improvement","For-profit","1-118563341",18651,NA,0,"Requires improvement"
"25288",2022-07-06,"Requires improvement","For-profit","1-13727045332",23153,NA,0,"Requires improvement"
"25289",2022-07-06,"Requires improvement","For-profit","1-282111399",19003,NA,0,"Requires improvement"
"25290",2022-07-06,"Good","For-profit","1-3566617271",20913,NA,1,"Good"
"25291",2022-07-06,"Requires improvement","For-profit","1-3918696408",21027,NA,0,"Requires improvement"
"25292",2022-07-06,"Requires improvement","For-profit","1-4258816851",21074,NA,0,"Requires improvement"
"25293",2022-07-06,"Requires improvement","For-profit","1-489567745",19274,NA,0,"Requires improvement"
"25294",2022-07-06,"Good","For-profit","1-6848953081",21731,23629,1,"Good"
"25295",2022-07-06,"Good","For-profit","1-721211510",19485,NA,1,"Good"
"25296",2022-07-06,"Good","For-profit","1-7492028908",21836,NA,1,"Good"
"25297",2022-07-06,"Good","For-profit","1-7682447138",21840,NA,1,"Good"
"25298",2022-07-06,"Good","For-profit","1-7921279398",21878,NA,1,"Good"
"25299",2022-07-06,"Requires improvement","For-profit","1-7979302245",21893,23153,0,"Requires improvement"
"25300",2022-07-06,"Good","For-profit","1-8323754674",21950,NA,1,"Good"
"25301",2022-07-06,"Requires improvement","For-profit","1-9566440971",22180,NA,0,"Requires improvement"
"25302",2022-07-06,"Good","For-profit","1-9661824931",22245,23316,1,"Good"
"25303",2022-07-07,"Good","For-profit","1-10329660089",22315,NA,1,"Good"
"25304",2022-07-07,"Good","For-profit","1-10450518005",22336,NA,1,"Good"
"25305",2022-07-07,"Good","For-profit","1-15268303004",23149,NA,1,"Good"
"25306",2022-07-07,"Good","For-profit","1-1672753739",20019,NA,1,"Good"
"25307",2022-07-07,"Good","For-profit","1-5567899672",21497,NA,1,"Good"
"25308",2022-07-07,"Good","For-profit","1-6738932240",21693,NA,1,"Good"
"25309",2022-07-07,"Good","Local Authority","1-8048221631",21917,NA,1,"Good"
"25310",2022-07-07,"Good","For-profit","1-8848947090",22046,23149,1,"Good"
"25311",2022-07-07,"Requires improvement","For-profit","1-9660995198",22245,23316,0,"Requires improvement"
"25312",2022-07-07,"Requires improvement","For-profit","1-9736920388",22396,23435,0,"Requires improvement"
"25313",2022-07-08,"Good","For-profit","1-10235302415",22299,NA,1,"Good"
"25314",2022-07-08,"Good","For-profit","1-10336570859",22328,NA,1,"Good"
"25315",2022-07-08,"Good","For-profit","1-10536485855",22351,23474,1,"Good"
"25316",2022-07-08,"Good","For-profit","1-10597785017",22370,NA,1,"Good"
"25317",2022-07-08,"Requires improvement","For-profit","1-122761607",18645,NA,0,"Requires improvement"
"25318",2022-07-08,"Good","For-profit","1-18650125524",23474,NA,1,"Good"
"25319",2022-07-08,"Good","For-profit","1-2067803872",20243,NA,1,"Good"
"25320",2022-07-08,"Good","For-profit","1-3774424565",20943,NA,1,"Good"
"25321",2022-07-08,"Good","Local Authority","1-7928784915",21955,NA,1,"Good"
"25322",2022-07-08,"Good","Local Authority","1-8047408895",21917,NA,1,"Good"
"25323",2022-07-08,"Good","For-profit","1-8248432835",21972,NA,1,"Good"
"25324",2022-07-09,"Good","For-profit","1-10084427495",22284,NA,1,"Good"
"25325",2022-07-09,"Good","For-profit","1-10369952621",22322,NA,1,"Good"
"25326",2022-07-09,"Good","For-profit","1-11470686030",22523,23427,1,"Good"
"25327",2022-07-09,"Inadequate","For-profit","1-7660527362",21858,NA,0,"Inadequate"
"25328",2022-07-09,"Good","For-profit","1-8418838634",21966,NA,1,"Good"
"25329",2022-07-09,"Good","For-profit","1-8544906207",22175,NA,1,"Good"
"25330",2022-07-09,"Good","For-profit","1-9730471925",22207,NA,1,"Good"
"25331",2022-07-12,"Good","For-profit","1-11909775299",22582,23019,1,"Good"
"25332",2022-07-12,"Requires improvement","For-profit","1-5123897937",21360,NA,0,"Requires improvement"
"25333",2022-07-13,"Requires improvement","For-profit","1-10593118512",22362,23572,0,"Requires improvement"
"25334",2022-07-13,"Inadequate","For-profit","1-10606528004",22392,NA,0,"Inadequate"
"25335",2022-07-13,"Requires improvement","For-profit","1-10616616589",22368,NA,0,"Requires improvement"
"25336",2022-07-13,"Good","For-profit","1-10690383916",22396,NA,1,"Good"
"25337",2022-07-13,"Good","For-profit","1-10724383476",22391,NA,1,"Good"
"25338",2022-07-13,"Requires improvement","For-profit","1-10764442403",22397,23261,0,"Requires improvement"
"25339",2022-07-13,"Inadequate","For-profit","1-11135246917",22480,23533,0,"Inadequate"
"25340",2022-07-13,"Good","For-profit","1-160333718",18653,NA,1,"Good"
"25341",2022-07-13,"Good","For-profit","1-2873924189",20760,NA,1,"Good"
"25342",2022-07-13,"Good","For-profit","1-2972014722",20741,NA,1,"Good"
"25343",2022-07-13,"Requires improvement","For-profit","1-5902324721",21490,NA,0,"Requires improvement"
"25344",2022-07-13,"Good","For-profit","1-6591703009",21626,NA,1,"Good"
"25345",2022-07-13,"Good","For-profit","1-7392987152",21784,NA,1,"Good"
"25346",2022-07-14,"Good","For-profit","1-10154690795",22285,NA,1,"Good"
"25347",2022-07-14,"Good","For-profit","1-10896851090",22414,NA,1,"Good"
"25348",2022-07-14,"Requires improvement","For-profit","1-12516774212",22684,23153,0,"Requires improvement"
"25349",2022-07-14,"Good","For-profit","1-3892977540",20978,NA,1,"Good"
"25350",2022-07-14,"Good","For-profit","1-506808224",19297,NA,1,"Good"
"25351",2022-07-14,"Good","For-profit","1-9622156914",22187,23182,1,"Good"
"25352",2022-07-15,"Good","For-profit","1-10000792582",22258,NA,1,"Good"
"25353",2022-07-15,"Good","For-profit","1-10048352203",22265,NA,1,"Good"
"25354",2022-07-15,"Good","For-profit","1-10059930460",22267,NA,1,"Good"
"25355",2022-07-15,"Good","Local Authority","1-10391983393",22356,NA,1,"Good"
"25356",2022-07-15,"Good","For-profit","1-10530470262",22357,NA,1,"Good"
"25357",2022-07-15,"Requires improvement","For-profit","1-10717475436",22383,NA,0,"Requires improvement"
"25358",2022-07-15,"Good","For-profit","1-10753534676",22397,NA,1,"Good"
"25359",2022-07-15,"Requires improvement","Local Authority","1-10807565367",22420,NA,0,"Requires improvement"
"25360",2022-07-15,"Requires improvement","For-profit","1-11546162073",22523,NA,0,"Requires improvement"
"25361",2022-07-15,"Good","For-profit","1-1220907035",19775,NA,1,"Good"
"25362",2022-07-15,"Requires improvement","For-profit","1-1421447406",19897,NA,0,"Requires improvement"
"25363",2022-07-15,"Requires improvement","For-profit","1-220311555",18788,NA,0,"Requires improvement"
"25364",2022-07-15,"Good","For-profit","1-2519058765",20524,NA,1,"Good"
"25365",2022-07-15,"Good","For-profit","1-4262990043",21115,NA,1,"Good"
"25366",2022-07-15,"Requires improvement","Third sector","1-527027054",19323,NA,0,"Requires improvement"
"25367",2022-07-15,"Good","For-profit","1-5388105021",21342,23079,1,"Good"
"25368",2022-07-15,"Good","For-profit","1-6128345020",21524,NA,1,"Good"
"25369",2022-07-15,"Good","For-profit","1-6882426691",21689,NA,1,"Good"
"25370",2022-07-15,"Requires improvement","For-profit","1-8054826985",21903,23014,0,"Requires improvement"
"25371",2022-07-15,"Good","For-profit","1-8860839725",22047,NA,1,"Good"
"25372",2022-07-15,"Requires improvement","For-profit","1-9104134215",22111,NA,0,"Requires improvement"
"25373",2022-07-15,"Good","For-profit","1-9289004136",22327,NA,1,"Good"
"25374",2022-07-15,"Requires improvement","For-profit","1-9580391323",22232,NA,0,"Requires improvement"
"25375",2022-07-15,"Good","For-profit","1-9693486039",22252,NA,1,"Good"
"25376",2022-07-15,"Requires improvement","For-profit","1-9781138359",22223,NA,0,"Requires improvement"
"25377",2022-07-15,"Good","For-profit","1-9791482096",22223,NA,1,"Good"
"25378",2022-07-15,"Requires improvement","For-profit","1-9905060468",22249,NA,0,"Requires improvement"
"25379",2022-07-16,"Requires improvement","For-profit","1-10210349838",22300,NA,0,"Requires improvement"
"25380",2022-07-16,"Good","For-profit","1-10535708147",22354,NA,1,"Good"
"25381",2022-07-16,"Good","For-profit","1-11502890470",22517,NA,1,"Good"
"25382",2022-07-16,"Good","For-profit","1-120148760",18589,NA,1,"Good"
"25383",2022-07-16,"Good","For-profit","1-12046240100",22607,23016,1,"Good"
"25384",2022-07-16,"Good","For-profit","1-14547240484",23016,NA,1,"Good"
"25385",2022-07-16,"Good","For-profit","1-2163416159",20304,NA,1,"Good"
"25386",2022-07-16,"Good","For-profit","1-5623062470",21427,NA,1,"Good"
"25387",2022-07-16,"Good","For-profit","1-8744694351",22025,NA,1,"Good"
"25388",2022-07-19,"Good","For-profit","1-130104138",18631,NA,1,"Good"
"25389",2022-07-19,"Good","For-profit","1-20392300349",23712,NA,1,"Good"
"25390",2022-07-19,"Requires improvement","For-profit","1-2857863813",20685,NA,0,"Requires improvement"
"25391",2022-07-19,"Requires improvement","For-profit","1-319483623",18948,NA,0,"Requires improvement"
"25392",2022-07-19,"Good","For-profit","1-7162175801",21962,NA,1,"Good"
"25393",2022-07-19,"Good","For-profit","1-7939764461",21881,23712,1,"Good"
"25394",2022-07-19,"Outstanding","For-profit","1-8572398691",22035,NA,1,"Outstanding"
"25395",2022-07-20,"Requires improvement","For-profit","1-10403786115",22335,NA,0,"Requires improvement"
"25396",2022-07-20,"Good","For-profit","1-10771294864",22413,NA,1,"Good"
"25397",2022-07-20,"Inadequate","For-profit","1-11723691449",22551,NA,0,"Inadequate"
"25398",2022-07-20,"Good","For-profit","1-11940140797",22623,NA,1,"Good"
"25399",2022-07-20,"Requires improvement","For-profit","1-4272430636",21073,NA,0,"Requires improvement"
"25400",2022-07-20,"Requires improvement","For-profit","1-4272554742",21073,NA,0,"Requires improvement"
"25401",2022-07-20,"Requires improvement","For-profit","1-6309444371",21571,NA,0,"Requires improvement"
"25402",2022-07-20,"Good","For-profit","1-6576285436",21621,NA,1,"Good"
"25403",2022-07-20,"Good","For-profit","1-8604995903",21999,NA,1,"Good"
"25404",2022-07-20,"Good","For-profit","1-9736920291",22400,NA,1,"Good"
"25405",2022-07-20,"Good","Local Authority","1-9775262140",22218,NA,1,"Good"
"25406",2022-07-21,"Good","For-profit","1-10256887172",22302,NA,1,"Good"
"25407",2022-07-21,"Good","For-profit","1-10455514431",22357,NA,1,"Good"
"25408",2022-07-21,"Good","For-profit","1-10523638432",22351,NA,1,"Good"
"25409",2022-07-21,"Good","For-profit","1-10559042007",22356,NA,1,"Good"
"25410",2022-07-21,"Requires improvement","For-profit","1-10617225172",22365,NA,0,"Requires improvement"
"25411",2022-07-21,"Good","For-profit","1-10645401285",22371,NA,1,"Good"
"25412",2022-07-21,"Good","For-profit","1-10647766910",22371,NA,1,"Good"
"25413",2022-07-21,"Requires improvement","For-profit","1-12130786081",22620,NA,0,"Requires improvement"
"25414",2022-07-21,"Requires improvement","Third sector","1-127620003",18757,NA,0,"Requires improvement"
"25415",2022-07-21,"Good","For-profit","1-129542475",18611,NA,1,"Good"
"25416",2022-07-21,"Requires improvement","For-profit","1-13466153224",22846,NA,0,"Requires improvement"
"25417",2022-07-21,"Requires improvement","For-profit","1-1400551308",19862,NA,0,"Requires improvement"
"25418",2022-07-21,"Inadequate","For-profit","1-144272547",18646,22873,0,"Inadequate"
"25419",2022-07-21,"Good","For-profit","1-2185321202",20321,NA,1,"Good"
"25420",2022-07-21,"Requires improvement","For-profit","1-2482369933",20510,NA,0,"Requires improvement"
"25421",2022-07-21,"Good","Third sector","1-2757053616",20640,NA,1,"Good"
"25422",2022-07-21,"Requires improvement","For-profit","1-4306263322",21150,NA,0,"Requires improvement"
"25423",2022-07-21,"Good","For-profit","1-5319157096",21466,NA,1,"Good"
"25424",2022-07-21,"Good","For-profit","1-5683739303",21434,NA,1,"Good"
"25425",2022-07-21,"Good","Third sector","1-722048086",19528,NA,1,"Good"
"25426",2022-07-21,"Good","For-profit","1-7987780645",21894,NA,1,"Good"
"25427",2022-07-21,"Good","For-profit","1-8365078506",21956,NA,1,"Good"
"25428",2022-07-21,"Good","For-profit","1-8543348297",21987,NA,1,"Good"
"25429",2022-07-21,"Good","For-profit","1-9328450948",22172,NA,1,"Good"
"25430",2022-07-21,"Good","For-profit","1-9381601808",22187,NA,1,"Good"
"25431",2022-07-21,"Requires improvement","For-profit","1-9434256610",22182,NA,0,"Requires improvement"
"25432",2022-07-21,"Requires improvement","For-profit","1-9544605269",22225,22848,0,"Requires improvement"
"25433",2022-07-21,"Good","For-profit","1-9668348970",22245,NA,1,"Good"
"25434",2022-07-21,"Good","For-profit","1-9736920455",22400,23316,1,"Good"
"25435",2022-07-21,"Good","For-profit","1-9822836111",22224,NA,1,"Good"
"25436",2022-07-21,"Good","For-profit","1-9944074865",22257,NA,1,"Good"
"25437",2022-07-22,"Good","For-profit","1-10060219882",22280,NA,1,"Good"
"25438",2022-07-22,"Requires improvement","For-profit","1-4965042366",21312,NA,0,"Requires improvement"
"25439",2022-07-22,"Good","Third sector","1-6739097787",21676,NA,1,"Good"
"25440",2022-07-22,"Good","For-profit","1-6754364087",21684,NA,1,"Good"
"25441",2022-07-22,"Good","For-profit","1-7813575752",21861,23712,1,"Good"
"25442",2022-07-22,"Requires improvement","For-profit","1-8171192344",21943,NA,0,"Requires improvement"
"25443",2022-07-22,"Good","For-profit","1-8664685172",22082,NA,1,"Good"
"25444",2022-07-22,"Outstanding","For-profit","1-9580502733",22187,NA,1,"Outstanding"
"25445",2022-07-23,"Good","For-profit","1-10245564368",22301,23161,1,"Good"
"25446",2022-07-23,"Good","For-profit","1-10576184958",22371,NA,1,"Good"
"25447",2022-07-23,"Good","For-profit","1-10593330077",22363,NA,1,"Good"
"25448",2022-07-23,"Good","For-profit","1-10771295299",22413,NA,1,"Good"
"25449",2022-07-23,"Good","For-profit","1-10854502182",22417,NA,1,"Good"
"25450",2022-07-23,"Good","Third sector","1-134506449",18570,NA,1,"Good"
"25451",2022-07-23,"Good","For-profit","1-143258996",18651,NA,1,"Good"
"25452",2022-07-23,"Inadequate","For-profit","1-1940497756",20131,23420,0,"Inadequate"
"25453",2022-07-23,"Requires improvement","For-profit","1-6751217167",21663,NA,0,"Requires improvement"
"25454",2022-07-23,"Good","For-profit","1-7077453770",21776,NA,1,"Good"
"25455",2022-07-23,"Requires improvement","For-profit","1-8169809772",22014,NA,0,"Requires improvement"
"25456",2022-07-23,"Good","For-profit","1-9381775718",22141,NA,1,"Good"
"25457",2022-07-23,"Good","For-profit","1-9743918405",22210,NA,1,"Good"
"25458",2022-07-23,"Good","For-profit","1-9920373295",22242,NA,1,"Good"
"25459",2022-07-26,"Good","For-profit","1-10256158264",22326,NA,1,"Good"
"25460",2022-07-26,"Good","Third sector","1-10484679931",22343,NA,1,"Good"
"25461",2022-07-26,"Requires improvement","For-profit","1-11218848909",22477,NA,0,"Requires improvement"
"25462",2022-07-26,"Requires improvement","For-profit","1-2054497390",20236,NA,0,"Requires improvement"
"25463",2022-07-26,"Requires improvement","For-profit","1-4410548150",21115,NA,0,"Requires improvement"
"25464",2022-07-26,"Good","For-profit","1-7298683294",21769,23194,1,"Good"
"25465",2022-07-26,"Good","For-profit","1-8584532482",22005,NA,1,"Good"
"25466",2022-07-26,"Good","For-profit","1-9523206315",22193,NA,1,"Good"
"25467",2022-07-27,"Requires improvement","For-profit","1-10161303752",22315,23513,0,"Requires improvement"
"25468",2022-07-27,"Good","For-profit","1-10178265067",22295,NA,1,"Good"
"25469",2022-07-27,"Good","For-profit","1-10750825967",22389,NA,1,"Good"
"25470",2022-07-27,"Requires improvement","For-profit","1-10842845233",22411,NA,0,"Requires improvement"
"25471",2022-07-27,"Requires improvement","For-profit","1-11816695906",22567,NA,0,"Requires improvement"
"25472",2022-07-27,"Good","For-profit","1-163831959",18702,NA,1,"Good"
"25473",2022-07-27,"Inadequate","For-profit","1-17978810475",23317,NA,0,"Inadequate"
"25474",2022-07-27,"Requires improvement","For-profit","1-19162780532",23504,NA,0,"Requires improvement"
"25475",2022-07-27,"Good","For-profit","1-3012214622",20751,NA,1,"Good"
"25476",2022-07-27,"Good","For-profit","1-398682286",19074,NA,1,"Good"
"25477",2022-07-27,"Inadequate","For-profit","1-4043082512",21011,23317,0,"Inadequate"
"25478",2022-07-27,"Good","For-profit","1-4311042970",21084,23665,1,"Good"
"25479",2022-07-27,"Good","For-profit","1-8027735588",21899,NA,1,"Good"
"25480",2022-07-27,"Requires improvement","For-profit","1-8945106634",22077,NA,0,"Requires improvement"
"25481",2022-07-27,"Good","Local Authority","1-9737563720",22211,NA,1,"Good"
"25482",2022-07-28,"Good","For-profit","1-10376110791",22358,NA,1,"Good"
"25483",2022-07-28,"Requires improvement","Third sector","1-147089870",18644,NA,0,"Requires improvement"
"25484",2022-07-28,"Good","For-profit","1-3915327633",21094,NA,1,"Good"
"25485",2022-07-28,"Inadequate","For-profit","1-528589352",19345,NA,0,"Inadequate"
"25486",2022-07-28,"Good","Local Authority","1-9633709590",22189,NA,1,"Good"
"25487",2022-07-29,"Good","For-profit","1-10696121307",22384,23680,1,"Good"
"25488",2022-07-29,"Good","Local Authority","1-14808825676",23099,NA,1,"Good"
"25489",2022-07-29,"Good","For-profit","1-16385467020",23183,NA,1,"Good"
"25490",2022-07-29,"Requires improvement","For-profit","1-19609279949",23559,NA,0,"Requires improvement"
"25491",2022-07-29,"Good","For-profit","1-2887747875",20698,NA,1,"Good"
"25492",2022-07-29,"Requires improvement","For-profit","1-301400469",18867,NA,0,"Requires improvement"
"25493",2022-07-29,"Requires improvement","For-profit","1-3236463275",20844,NA,0,"Requires improvement"
"25494",2022-07-29,"Good","For-profit","1-3915276101",21118,NA,1,"Good"
"25495",2022-07-29,"Requires improvement","For-profit","1-4135803155",21047,NA,0,"Requires improvement"
"25496",2022-07-29,"Good","For-profit","1-4249999216",21068,23272,1,"Good"
"25497",2022-07-29,"Inadequate","For-profit","1-4250784259",21068,23013,0,"Inadequate"
"25498",2022-07-29,"Requires improvement","For-profit","1-597438191",19397,NA,0,"Requires improvement"
"25499",2022-07-29,"Good","For-profit","1-7805575942",21865,23099,1,"Good"
"25500",2022-07-29,"Requires improvement","Third sector","1-8134632436",21921,NA,0,"Requires improvement"
"25501",2022-07-29,"Requires improvement","For-profit","1-8518873012",22088,23559,0,"Requires improvement"
