"","reportdate","overall","ownership","locationid","location_start_2025","location_end_2025","good","rating"
"1266",2015-08-28,"Good","For-profit","1-1121541541",19705,NA,1,"Good"
"1267",2015-08-28,"Good","For-profit","1-112480192",18634,NA,1,"Good"
"1268",2015-08-28,"Good","For-profit","1-122285577",18604,21966,1,"Good"
"1269",2015-08-28,"Good","For-profit","1-124525269",18590,NA,1,"Good"
"1270",2015-08-28,"Good","For-profit","1-126629298",18618,21739,1,"Good"
"1271",2015-08-28,"Good","For-profit","1-133399494",18604,NA,1,"Good"
"1272",2015-08-28,"Good","Third sector","1-1440131109",19877,21699,1,"Good"
"1273",2015-08-28,"Good","For-profit","1-1781508063",20043,20486,1,"Good"
"1274",2015-08-28,"Inadequate","For-profit","1-2085893771",20265,20577,0,"Inadequate"
"1275",2015-08-28,"Requires improvement","For-profit","1-315027057",18945,NA,0,"Requires improvement"
"1276",2015-08-28,"Good","For-profit","1-409848410",19122,20207,1,"Good"
"1277",2015-08-28,"Good","For-profit","1-565824485",19367,20471,1,"Good"
"1278",2015-08-28,"Requires improvement","For-profit","1-7089203561",21728,NA,0,"Requires improvement"
"1279",2015-08-28,"Good","Third sector","1-710583254",19474,NA,1,"Good"
"1280",2015-08-28,"Good","For-profit","1-7162175801",21962,NA,1,"Good"
"1281",2015-08-28,"Good","Third sector","1-721120370",19514,20912,1,"Good"
"1282",2015-08-28,"Requires improvement","For-profit","1-738378342",19500,21734,0,"Requires improvement"
"1283",2015-09-01,"Good","For-profit","1-132776236",18605,20509,1,"Good"
"1284",2015-09-01,"Good","For-profit","1-1783218801",20104,NA,1,"Good"
"1285",2015-09-01,"Good","For-profit","1-1815822097",20130,20631,1,"Good"
"1286",2015-09-01,"Good","For-profit","1-936084373",19667,20464,1,"Good"
"1287",2015-09-02,"Good","Local Authority","1-119938121",18631,NA,1,"Good"
"1288",2015-09-02,"Good","For-profit","1-1246243895",19773,23211,1,"Good"
"1289",2015-09-02,"Good","For-profit","1-141389400",18605,NA,1,"Good"
"1290",2015-09-02,"Requires improvement","For-profit","1-1516531867",19946,NA,0,"Requires improvement"
"1291",2015-09-02,"Good","For-profit","1-15888213725",23209,NA,1,"Good"
"1292",2015-09-02,"Good","For-profit","1-1906363112",20115,20793,1,"Good"
"1293",2015-09-02,"Good","For-profit","1-231802137",18735,23597,1,"Good"
"1294",2015-09-02,"Good","For-profit","1-287153102",18874,22042,1,"Good"
"1295",2015-09-02,"Requires improvement","For-profit","1-653726980",19432,NA,0,"Requires improvement"
"1296",2015-09-02,"Requires improvement","For-profit","1-756822591",19550,20559,0,"Requires improvement"
"1297",2015-09-02,"Good","For-profit","1-933125711",19603,NA,1,"Good"
"1298",2015-09-02,"Good","For-profit","1-946398642",19610,NA,1,"Good"
"1299",2015-09-02,"Requires improvement","For-profit","1-971353660",19631,NA,0,"Requires improvement"
"1300",2015-09-03,"Good","For-profit","1-123167788",18650,NA,1,"Good"
"1301",2015-09-03,"Requires improvement","For-profit","1-140415999",18655,NA,0,"Requires improvement"
"1302",2015-09-03,"Good","Third sector","1-14238007846",22943,23316,1,"Good"
"1303",2015-09-03,"Good","Third sector","1-1517312917",19926,NA,1,"Good"
"1304",2015-09-03,"Inadequate","For-profit","1-1521191837",19921,22291,0,"Inadequate"
"1305",2015-09-03,"Requires improvement","For-profit","1-1571601471",19969,20338,0,"Requires improvement"
"1306",2015-09-03,"Good","For-profit","1-1603596214",19997,NA,1,"Good"
"1307",2015-09-03,"Requires improvement","For-profit","1-258305522",18821,20419,0,"Requires improvement"
"1308",2015-09-03,"Good","Third sector","1-448741122",19200,23069,1,"Good"
"1309",2015-09-04,"Good","For-profit","1-1128845531",19705,NA,1,"Good"
"1310",2015-09-04,"Good","Third sector","1-114839548",18598,NA,1,"Good"
"1311",2015-09-04,"Good","Third sector","1-114839575",18598,NA,1,"Good"
"1312",2015-09-04,"Good","For-profit","1-116523585",18638,20482,1,"Good"
"1313",2015-09-04,"Requires improvement","For-profit","1-1359185231",19835,20950,0,"Requires improvement"
"1314",2015-09-04,"Requires improvement","For-profit","1-1562286458",19980,21188,0,"Requires improvement"
"1315",2015-09-04,"Outstanding","Third sector","1-1921107882",20121,NA,1,"Outstanding"
"1316",2015-09-04,"Good","For-profit","1-287135384",18874,22042,1,"Good"
"1317",2015-09-04,"Requires improvement","For-profit","1-289086389",18850,NA,0,"Requires improvement"
"1318",2015-09-04,"Requires improvement","For-profit","1-370823914",19044,20401,0,"Requires improvement"
"1319",2015-09-04,"Inadequate","For-profit","1-439691271",19172,NA,0,"Inadequate"
"1320",2015-09-04,"Good","Third sector","1-443001668",19201,NA,1,"Good"
"1321",2015-09-07,"Good","For-profit","1-126673064",18592,21846,1,"Good"
"1322",2015-09-07,"Good","For-profit","1-126716095",18589,NA,1,"Good"
"1323",2015-09-07,"Good","For-profit","1-129542475",18611,NA,1,"Good"
"1324",2015-09-07,"Good","For-profit","1-140978488",18653,NA,1,"Good"
"1325",2015-09-07,"Good","For-profit","1-174003279",18703,NA,1,"Good"
"1326",2015-09-07,"Outstanding","For-profit","1-275350154",18830,NA,1,"Outstanding"
"1327",2015-09-07,"Good","For-profit","1-294441166",18858,NA,1,"Good"
"1328",2015-09-07,"Good","For-profit","1-7585192846",21846,NA,1,"Good"
"1329",2015-09-07,"Good","For-profit","1-958895750",19638,NA,1,"Good"
"1330",2015-09-07,"Good","For-profit","1-965475922",19628,NA,1,"Good"
"1331",2015-09-08,"Good","For-profit","1-1042749071",19666,22313,1,"Good"
"1332",2015-09-08,"Requires improvement","For-profit","1-122164238",18602,NA,0,"Requires improvement"
"1333",2015-09-08,"Good","For-profit","1-128410107",18645,20503,1,"Good"
"1334",2015-09-08,"Good","For-profit","1-422054425",19129,NA,1,"Good"
"1335",2015-09-08,"Good","For-profit","1-9639510967",22245,23316,1,"Good"
"1336",2015-09-09,"Requires improvement","For-profit","1-1010722651",19687,NA,0,"Requires improvement"
"1337",2015-09-09,"Good","Local Authority","1-1032171002",19661,20751,1,"Good"
"1338",2015-09-09,"Requires improvement","For-profit","1-13059199589",22769,NA,0,"Requires improvement"
"1339",2015-09-09,"Requires improvement","For-profit","1-1315513290",19809,NA,0,"Requires improvement"
"1340",2015-09-09,"Good","For-profit","1-1413501520",19901,20551,1,"Good"
"1341",2015-09-09,"Requires improvement","For-profit","1-142839179",18652,23496,0,"Requires improvement"
"1342",2015-09-09,"Good","Third sector","1-143914422",18651,NA,1,"Good"
"1343",2015-09-09,"Requires improvement","For-profit","1-1640964411",19981,20395,0,"Requires improvement"
"1344",2015-09-09,"Requires improvement","For-profit","1-1770723301",20095,22784,0,"Requires improvement"
"1345",2015-09-09,"Good","For-profit","1-375467132",19075,NA,1,"Good"
"1346",2015-09-09,"Requires improvement","For-profit","1-645867416",19453,21054,0,"Requires improvement"
"1347",2015-09-09,"Good","For-profit","1-706614316",19487,NA,1,"Good"
"1348",2015-09-10,"Good","For-profit","1-116668175",18644,NA,1,"Good"
"1349",2015-09-10,"Requires improvement","For-profit","1-119947296",18638,23117,0,"Requires improvement"
"1350",2015-09-10,"Good","For-profit","1-122317749",18662,21018,1,"Good"
"1351",2015-09-10,"Requires improvement","For-profit","1-122391495",18603,NA,0,"Requires improvement"
"1352",2015-09-10,"Good","Local Authority","1-124617636",18648,NA,1,"Good"
"1353",2015-09-10,"Good","For-profit","1-1296397049",19800,21916,1,"Good"
"1354",2015-09-10,"Good","For-profit","1-138948798",18582,NA,1,"Good"
"1355",2015-09-10,"Good","For-profit","1-375223142",19045,20566,1,"Good"
"1356",2015-09-11,"Good","For-profit","1-113868369",18598,21633,1,"Good"
"1357",2015-09-11,"Requires improvement","For-profit","1-1211269643",19751,20804,0,"Requires improvement"
"1358",2015-09-11,"Good","For-profit","1-1289082975",19795,20415,1,"Good"
"1359",2015-09-11,"Good","For-profit","1-139721893",18605,21417,1,"Good"
"1360",2015-09-11,"Good","For-profit","1-1406131621",19856,22182,1,"Good"
"1361",2015-09-11,"Good","For-profit","1-1579885567",19950,20515,1,"Good"
"1362",2015-09-11,"Good","For-profit","1-1982765717",20163,21671,1,"Good"
"1363",2015-09-11,"Good","Third sector","1-254606404",18820,22085,1,"Good"
"1364",2015-09-11,"Good","For-profit","1-264167878",18851,21061,1,"Good"
"1365",2015-09-11,"Requires improvement","For-profit","1-341165088",18959,22067,0,"Requires improvement"
"1366",2015-09-11,"Good","Local Authority","1-548123762",19347,NA,1,"Good"
"1367",2015-09-11,"Good","For-profit","1-702374639",19499,NA,1,"Good"
"1368",2015-09-11,"Requires improvement","For-profit","1-716840716",19522,20618,0,"Requires improvement"
"1369",2015-09-11,"Good","Local Authority","1-775860025",19530,22097,1,"Good"
"1370",2015-09-11,"Good","For-profit","1-819230160",19598,20654,1,"Good"
"1371",2015-09-11,"Good","For-profit","1-867411825",19682,20439,1,"Good"
"1372",2015-09-11,"Good","Local Authority","1-9146000975",22097,NA,1,"Good"
"1373",2015-09-11,"Good","For-profit","1-9434256610",22182,NA,1,"Good"
"1374",2015-09-14,"Good","For-profit","1-1128115313",19716,NA,1,"Good"
"1375",2015-09-14,"Good","Local Authority","1-119926903",18631,NA,1,"Good"
"1376",2015-09-14,"Good","For-profit","1-121914631",18616,NA,1,"Good"
"1377",2015-09-14,"Good","For-profit","1-122577141",18723,NA,1,"Good"
"1378",2015-09-14,"Inadequate","For-profit","1-127591313",18603,20467,0,"Inadequate"
"1379",2015-09-14,"Requires improvement","For-profit","1-130314199",18613,20625,0,"Requires improvement"
"1380",2015-09-14,"Requires improvement","For-profit","1-1464666014",19890,21747,0,"Requires improvement"
"1381",2015-09-14,"Good","For-profit","1-1537391571",19925,21000,1,"Good"
"1382",2015-09-14,"Good","Third sector","1-1897155326",20121,20985,1,"Good"
"1383",2015-09-14,"Requires improvement","For-profit","1-2106717626",21035,21175,0,"Requires improvement"
"1384",2015-09-14,"Good","For-profit","1-395147681",19071,20782,1,"Good"
"1385",2015-09-14,"Requires improvement","For-profit","1-503948861",19316,NA,0,"Requires improvement"
"1386",2015-09-14,"Good","For-profit","1-835568756",19548,20828,1,"Good"
"1387",2015-09-15,"Good","For-profit","1-1267329307",19784,22763,1,"Good"
"1388",2015-09-15,"Good","Third sector","1-136848027",18611,NA,1,"Good"
"1389",2015-09-15,"Good","For-profit","1-152808241",18652,NA,1,"Good"
"1390",2015-09-15,"Requires improvement","For-profit","1-2103068384",20269,20514,0,"Requires improvement"
"1391",2015-09-15,"Good","For-profit","1-536650292",19340,NA,1,"Good"
"1392",2015-09-15,"Good","For-profit","1-784822183",19534,21987,1,"Good"
"1393",2015-09-15,"Requires improvement","For-profit","1-794238609",19534,20460,0,"Requires improvement"
"1394",2015-09-15,"Good","For-profit","1-8490886083",21987,NA,1,"Good"
"1395",2015-09-15,"Good","For-profit","1-873553651",19577,NA,1,"Good"
"1396",2015-09-15,"Requires improvement","For-profit","1-904734299",19624,21157,0,"Requires improvement"
"1397",2015-09-16,"Requires improvement","Local Authority","1-121326753",18641,20702,0,"Requires improvement"
"1398",2015-09-16,"Good","For-profit","1-124669846",18814,NA,1,"Good"
"1399",2015-09-16,"Requires improvement","For-profit","1-1382199588",19849,20548,0,"Requires improvement"
"1400",2015-09-16,"Requires improvement","For-profit","1-1874867989",20096,NA,0,"Requires improvement"
"1401",2015-09-16,"Good","For-profit","1-1988421611",20177,NA,1,"Good"
"1402",2015-09-16,"Good","Third sector","1-454708132",19229,22054,1,"Good"
"1403",2015-09-16,"Good","Local Authority","1-548243961",19347,NA,1,"Good"
"1404",2015-09-16,"Requires improvement","For-profit","1-658032544",19436,20941,0,"Requires improvement"
"1405",2015-09-16,"Good","For-profit","1-723662441",19488,NA,1,"Good"
"1406",2015-09-16,"Good","For-profit","1-973891651",19631,NA,1,"Good"
"1407",2015-09-17,"Good","For-profit","1-1028788584",19676,21768,1,"Good"
"1408",2015-09-17,"Requires improvement","For-profit","1-1070612919",19688,20665,0,"Requires improvement"
"1409",2015-09-17,"Inadequate","For-profit","1-122192116",18609,22540,0,"Inadequate"
"1410",2015-09-17,"Good","For-profit","1-1560766758",19940,20955,1,"Good"
"1411",2015-09-17,"Requires improvement","Third sector","1-1579675385",19999,21987,0,"Requires improvement"
"1412",2015-09-17,"Good","Third sector","1-1778173478",20062,20556,1,"Good"
"1413",2015-09-17,"Good","For-profit","1-1811264594",20100,NA,1,"Good"
"1414",2015-09-17,"Good","Third sector","1-284492124",18875,NA,1,"Good"
"1415",2015-09-17,"Requires improvement","For-profit","1-332287203",18938,20915,0,"Requires improvement"
"1416",2015-09-17,"Good","For-profit","1-498302174",19285,20606,1,"Good"
"1417",2015-09-17,"Good","For-profit","1-619037571",19402,NA,1,"Good"
"1418",2015-09-17,"Good","For-profit","1-7272928783",21763,NA,1,"Good"
"1419",2015-09-17,"Good","For-profit","1-731634273",19526,NA,1,"Good"
"1420",2015-09-17,"Good","For-profit","1-773061352",19519,20523,1,"Good"
"1421",2015-09-18,"Good","Third sector","1-1010802809",19654,20850,1,"Good"
"1422",2015-09-18,"Good","For-profit","1-108814630",18639,NA,1,"Good"
"1423",2015-09-18,"Requires improvement","For-profit","1-140911145",18641,NA,0,"Requires improvement"
"1424",2015-09-18,"Requires improvement","For-profit","1-140963524",18605,20723,0,"Requires improvement"
"1425",2015-09-18,"Good","For-profit","1-152772651",18655,NA,1,"Good"
"1426",2015-09-18,"Good","For-profit","1-1744760130",20045,NA,1,"Good"
"1427",2015-09-18,"Requires improvement","For-profit","1-1891779714",20164,21514,0,"Requires improvement"
"1428",2015-09-18,"Good","For-profit","1-488317054",19284,21857,1,"Good"
"1429",2015-09-18,"Good","For-profit","1-7723452138",21853,NA,1,"Good"
"1430",2015-09-21,"Good","For-profit","1-1038878062",19701,20430,1,"Good"
"1431",2015-09-21,"Requires improvement","Third sector","1-121070062",18646,20870,0,"Requires improvement"
"1432",2015-09-21,"Good","For-profit","1-127625557",18639,20950,1,"Good"
"1433",2015-09-21,"Requires improvement","For-profit","1-1539923391",19921,NA,0,"Requires improvement"
"1434",2015-09-21,"Good","For-profit","1-2057638245",20246,21847,1,"Good"
"1435",2015-09-21,"Requires improvement","Local Authority","1-966964828",19627,NA,0,"Requires improvement"
"1436",2015-09-22,"Good","For-profit","1-1031394829",19655,NA,1,"Good"
"1437",2015-09-22,"Requires improvement","For-profit","1-1069817853",19689,21340,0,"Requires improvement"
"1438",2015-09-22,"Requires improvement","For-profit","1-1176493553",19731,21227,0,"Requires improvement"
"1439",2015-09-22,"Good","For-profit","1-1192877939",19743,22067,1,"Good"
"1440",2015-09-22,"Requires improvement","For-profit","1-12033617410",22602,NA,0,"Requires improvement"
"1441",2015-09-22,"Good","Third sector","1-133160188",18602,20461,1,"Good"
"1442",2015-09-22,"Requires improvement","For-profit","1-138602925",18653,NA,0,"Requires improvement"
"1443",2015-09-22,"Good","For-profit","1-146293491",18733,NA,1,"Good"
"1444",2015-09-22,"Good","For-profit","1-1607087270",19970,21942,1,"Good"
"1445",2015-09-22,"Good","For-profit","1-1831354296",20136,NA,1,"Good"
"1446",2015-09-22,"Requires improvement","For-profit","1-2069621868",20242,22621,0,"Requires improvement"
"1447",2015-09-22,"Good","For-profit","1-374683879",19031,22361,1,"Good"
"1448",2015-09-22,"Good","For-profit","1-569746411",19361,20580,1,"Good"
"1449",2015-09-22,"Good","For-profit","1-645407568",19435,NA,1,"Good"
"1450",2015-09-22,"Requires improvement","For-profit","1-671710163",19451,21826,0,"Requires improvement"
"1451",2015-09-23,"Good","For-profit","1-119114846",18584,NA,1,"Good"
"1452",2015-09-23,"Requires improvement","For-profit","1-126701505",18603,20664,0,"Requires improvement"
"1453",2015-09-23,"Good","For-profit","1-12700518401",22858,23152,1,"Good"
"1454",2015-09-23,"Good","For-profit","1-1321518496",19843,22858,1,"Good"
"1455",2015-09-23,"Good","For-profit","1-1774957173",20058,20831,1,"Good"
"1456",2015-09-23,"Good","For-profit","1-292048963",18850,NA,1,"Good"
"1457",2015-09-23,"Requires improvement","For-profit","1-317460184",18907,20646,0,"Requires improvement"
"1458",2015-09-23,"Good","For-profit","1-323290761",18934,NA,1,"Good"
"1459",2015-09-23,"Good","For-profit","1-447760251",19186,20551,1,"Good"
"1460",2015-09-23,"Good","For-profit","1-469634029",19268,NA,1,"Good"
"1461",2015-09-24,"Good","Third sector","1-114839562",18598,21437,1,"Good"
"1462",2015-09-24,"Good","For-profit","1-117596032",18606,NA,1,"Good"
"1463",2015-09-24,"Good","For-profit","1-120311666",18603,21101,1,"Good"
"1464",2015-09-24,"Good","For-profit","1-125498186",18581,NA,1,"Good"
"1465",2015-09-24,"Good","For-profit","1-132745006",18609,NA,1,"Good"
"1466",2015-09-24,"Good","For-profit","1-1933771567",20149,NA,1,"Good"
"1467",2015-09-24,"Good","For-profit","1-800497513",19540,NA,1,"Good"
"1468",2015-09-25,"Requires improvement","For-profit","1-1062708751",19682,20531,0,"Requires improvement"
"1469",2015-09-25,"Good","For-profit","1-1089287029",19702,22132,1,"Good"
"1470",2015-09-25,"Good","Local Authority","1-11302299985",22483,NA,1,"Good"
"1471",2015-09-25,"Good","For-profit","1-124941240",18653,NA,1,"Good"
"1472",2015-09-25,"Good","For-profit","1-148089089",18771,NA,1,"Good"
"1473",2015-09-25,"Good","For-profit","1-325835221",18935,NA,1,"Good"
"1474",2015-09-25,"Good","Local Authority","1-469350271",19260,22489,1,"Good"
"1475",2015-09-28,"Requires improvement","For-profit","1-1193191293",19740,20555,0,"Requires improvement"
"1476",2015-09-28,"Requires improvement","For-profit","1-127009147",18646,20578,0,"Requires improvement"
"1477",2015-09-28,"Good","Local Authority","1-1305205089",19815,21454,1,"Good"
"1478",2015-09-28,"Good","For-profit","1-147971892",18633,21083,1,"Good"
"1479",2015-09-28,"Good","For-profit","1-156553260",18683,NA,1,"Good"
"1480",2015-09-28,"Good","For-profit","1-1733857331",20020,NA,1,"Good"
"1481",2015-09-28,"Good","Third sector","1-1850770583",20094,NA,1,"Good"
"1482",2015-09-28,"Good","Third sector","1-2058674356",20221,21151,1,"Good"
"1483",2015-09-28,"Requires improvement","For-profit","1-2118194872",20282,NA,0,"Requires improvement"
"1484",2015-09-28,"Good","For-profit","1-466573453",19240,20464,1,"Good"
"1485",2015-09-28,"Good","For-profit","1-578602811",19400,NA,1,"Good"
"1486",2015-09-29,"Good","For-profit","1-1001764472",19659,NA,1,"Good"
"1487",2015-09-29,"Good","For-profit","1-126116832",18603,NA,1,"Good"
"1488",2015-09-30,"Good","For-profit","1-116046744",18602,21343,1,"Good"
"1489",2015-09-30,"Requires improvement","For-profit","1-118369782",18638,NA,0,"Requires improvement"
"1490",2015-09-30,"Good","Third sector","1-124111592",18595,21669,1,"Good"
"1491",2015-09-30,"Good","For-profit","1-2044245516",20207,NA,1,"Good"
"1492",2015-09-30,"Good","For-profit","1-2060319899",20236,22181,1,"Good"
"1493",2015-09-30,"Good","For-profit","1-270089686",18809,20523,1,"Good"
"1494",2015-09-30,"Good","For-profit","1-403744971",19102,21189,1,"Good"
"1495",2015-09-30,"Good","Third sector","1-574279830",19382,NA,1,"Good"
"1496",2015-09-30,"Good","For-profit","1-6804247386",21668,NA,1,"Good"
"1497",2015-09-30,"Good","For-profit","1-744857167",19501,NA,1,"Good"
"1498",2015-10-01,"Good","For-profit","1-1106678585",19730,NA,1,"Good"
"1499",2015-10-01,"Good","For-profit","1-122886882",18647,NA,1,"Good"
"1500",2015-10-01,"Good","For-profit","1-1373715130",19850,NA,1,"Good"
"1501",2015-10-01,"Good","For-profit","1-1421447406",19897,NA,1,"Good"
"1502",2015-10-01,"Good","For-profit","1-151510444",18641,NA,1,"Good"
"1503",2015-10-01,"Requires improvement","For-profit","1-1593256490",19967,NA,0,"Requires improvement"
"1504",2015-10-01,"Good","For-profit","1-388173024",19052,22070,1,"Good"
"1505",2015-10-01,"Good","For-profit","1-403489321",19141,22313,1,"Good"
"1506",2015-10-01,"Good","For-profit","1-9657042916",22245,23117,1,"Good"
"1507",2015-10-02,"Good","Local Authority","1-130582680",18597,NA,1,"Good"
"1508",2015-10-02,"Good","For-profit","1-131675038",18604,22102,1,"Good"
"1509",2015-10-02,"Requires improvement","For-profit","1-1389808223",19849,21052,0,"Requires improvement"
"1510",2015-10-02,"Good","For-profit","1-1605260806",19971,NA,1,"Good"
"1511",2015-10-02,"Good","For-profit","1-439396605",19171,20907,1,"Good"
"1512",2015-10-05,"Good","For-profit","1-117663302",18641,21851,1,"Good"
"1513",2015-10-05,"Good","For-profit","1-11786058929",22574,NA,1,"Good"
"1514",2015-10-05,"Good","For-profit","1-1395760138",19864,20774,1,"Good"
"1515",2015-10-05,"Good","For-profit","1-1627226792",19975,NA,1,"Good"
"1516",2015-10-05,"Good","Local Authority","1-1709168340",20970,21697,1,"Good"
"1517",2015-10-05,"Good","For-profit","1-1716170489",20016,NA,1,"Good"
"1518",2015-10-05,"Inadequate","For-profit","1-1844557203",20087,21427,0,"Inadequate"
"1519",2015-10-05,"Requires improvement","For-profit","1-2033388575",20237,NA,0,"Requires improvement"
"1520",2015-10-05,"Good","For-profit","1-2152801528",20297,NA,1,"Good"
"1521",2015-10-05,"Requires improvement","For-profit","1-221658269",18726,NA,0,"Requires improvement"
"1522",2015-10-05,"Good","For-profit","1-239019863",18751,NA,1,"Good"
"1523",2015-10-05,"Good","For-profit","1-393313818",19067,22574,1,"Good"
"1524",2015-10-05,"Requires improvement","For-profit","1-632911888",19452,20641,0,"Requires improvement"
"1525",2015-10-05,"Good","Local Authority","1-6745094075",21657,NA,1,"Good"
"1526",2015-10-05,"Good","Local Authority","1-838273579",19554,NA,1,"Good"
"1527",2015-10-06,"Good","For-profit","1-1125888992",19753,20482,1,"Good"
"1528",2015-10-06,"Good","For-profit","1-124331646",18665,22866,1,"Good"
"1529",2015-10-06,"Requires improvement","Third sector","1-125046627",18617,20808,0,"Requires improvement"
"1530",2015-10-06,"Good","For-profit","1-142658864",18598,NA,1,"Good"
"1531",2015-10-06,"Good","Third sector","1-407228054",19094,20843,1,"Good"
"1532",2015-10-06,"Good","For-profit","1-421698217",19149,21319,1,"Good"
"1533",2015-10-06,"Good","For-profit","1-464439092",19227,NA,1,"Good"
"1534",2015-10-06,"Requires improvement","For-profit","1-840425361",19557,20683,0,"Requires improvement"
"1535",2015-10-07,"Requires improvement","For-profit","1-1012972951",19646,21151,0,"Requires improvement"
"1536",2015-10-07,"Good","Third sector","1-120776995",18665,NA,1,"Good"
"1537",2015-10-07,"Requires improvement","For-profit","1-133840713",18603,NA,0,"Requires improvement"
"1538",2015-10-07,"Requires improvement","For-profit","1-1646850235",19991,21083,0,"Requires improvement"
"1539",2015-10-07,"Good","For-profit","1-369811988",19023,NA,1,"Good"
"1540",2015-10-07,"Good","For-profit","1-398750230",19088,NA,1,"Good"
"1541",2015-10-07,"Requires improvement","For-profit","1-842083566",19593,NA,0,"Requires improvement"
"1542",2015-10-07,"Requires improvement","Third sector","1-971076568",19627,NA,0,"Requires improvement"
"1543",2015-10-08,"Requires improvement","For-profit","1-1204744781",19746,NA,0,"Requires improvement"
"1544",2015-10-08,"Good","For-profit","1-1556225340",19934,NA,1,"Good"
"1545",2015-10-08,"Inadequate","For-profit","1-777183364",19521,20639,0,"Inadequate"
"1546",2015-10-08,"Good","For-profit","1-787747772",19528,22888,1,"Good"
"1547",2015-10-09,"Good","Local Authority","1-1017570228",19655,NA,1,"Good"
"1548",2015-10-09,"Good","Third sector","1-111991501",18681,20985,1,"Good"
"1549",2015-10-09,"Requires improvement","For-profit","1-116799243",18596,NA,0,"Requires improvement"
"1550",2015-10-09,"Good","For-profit","1-1248297269",19769,20486,1,"Good"
"1551",2015-10-09,"Requires improvement","For-profit","1-128295096",18639,NA,0,"Requires improvement"
"1552",2015-10-09,"Good","For-profit","1-1733008530",20055,NA,1,"Good"
"1553",2015-10-09,"Requires improvement","For-profit","1-1899464967",20117,NA,0,"Requires improvement"
"1554",2015-10-09,"Requires improvement","For-profit","1-1966562377",20166,20601,0,"Requires improvement"
"1555",2015-10-09,"Good","For-profit","1-1975691962",20185,23635,1,"Good"
"1556",2015-10-09,"Good","For-profit","1-216859483",18753,NA,1,"Good"
"1557",2015-10-09,"Good","For-profit","1-245268735",18793,21122,1,"Good"
"1558",2015-10-09,"Good","For-profit","1-448150052",19198,20356,1,"Good"
"1559",2015-10-09,"Good","For-profit","1-462426523",19236,20312,1,"Good"
"1560",2015-10-09,"Good","For-profit","1-476191395",19254,NA,1,"Good"
"1561",2015-10-12,"Good","Third sector","1-1102399337",19715,20850,1,"Good"
"1562",2015-10-12,"Good","For-profit","1-121788906",18658,NA,1,"Good"
"1563",2015-10-12,"Good","For-profit","1-123761906",18606,20734,1,"Good"
"1564",2015-10-12,"Requires improvement","For-profit","1-1595313574",19981,21656,0,"Requires improvement"
"1565",2015-10-12,"Good","For-profit","1-295308617",18857,20494,1,"Good"
"1566",2015-10-12,"Requires improvement","For-profit","1-6688278810",21654,NA,0,"Requires improvement"
"1567",2015-10-12,"Good","For-profit","1-7987780645",21894,NA,1,"Good"
"1568",2015-10-12,"Good","Third sector","1-940109194",19639,NA,1,"Good"
"1569",2015-10-13,"Requires improvement","For-profit","1-136299742",18651,20731,0,"Requires improvement"
"1570",2015-10-13,"Good","For-profit","1-140963397",18605,20619,1,"Good"
"1571",2015-10-13,"Good","For-profit","1-1460182432",19887,NA,1,"Good"
"1572",2015-10-13,"Good","For-profit","1-1724411627",20025,NA,1,"Good"
"1573",2015-10-13,"Requires improvement","For-profit","1-210144684",18721,21173,0,"Requires improvement"
"1574",2015-10-14,"Good","For-profit","1-123765456",18536,NA,1,"Good"
"1575",2015-10-14,"Good","For-profit","1-1373246571",19890,20627,1,"Good"
"1576",2015-10-14,"Inadequate","For-profit","1-1480619979",19897,20607,0,"Inadequate"
"1577",2015-10-14,"Good","For-profit","1-1921115951",20123,NA,1,"Good"
"1578",2015-10-14,"Requires improvement","For-profit","1-2219110343",20352,22245,0,"Requires improvement"
"1579",2015-10-14,"Good","For-profit","1-335243865",18942,20354,1,"Good"
"1580",2015-10-14,"Good","Third sector","1-442014763",19177,NA,1,"Good"
"1581",2015-10-14,"Good","For-profit","1-701091528",19466,NA,1,"Good"
"1582",2015-10-14,"Requires improvement","For-profit","1-9922420068",22245,NA,0,"Requires improvement"
"1583",2015-10-15,"Requires improvement","Third sector","1-112844675",18637,20961,0,"Requires improvement"
"1584",2015-10-15,"Requires improvement","Local Authority","1-120599283",18652,20633,0,"Requires improvement"
"1585",2015-10-15,"Requires improvement","For-profit","1-1235191414",19764,22161,0,"Requires improvement"
"1586",2015-10-15,"Requires improvement","For-profit","1-1285867850",19788,20831,0,"Requires improvement"
"1587",2015-10-15,"Requires improvement","For-profit","1-1321311880",19851,20612,0,"Requires improvement"
"1588",2015-10-15,"Good","For-profit","1-140074987",18605,21381,1,"Good"
"1589",2015-10-15,"Good","For-profit","1-1568347523",19975,NA,1,"Good"
"1590",2015-10-15,"Good","For-profit","1-161644185",18652,NA,1,"Good"
"1591",2015-10-15,"Requires improvement","For-profit","1-1997876726",20199,20531,0,"Requires improvement"
"1592",2015-10-15,"Good","For-profit","1-293477183",18853,NA,1,"Good"
"1593",2015-10-15,"Good","For-profit","1-923621838",19631,NA,1,"Good"
"1594",2015-10-16,"Inadequate","For-profit","1-1072743547",19690,20783,0,"Inadequate"
"1595",2015-10-16,"Requires improvement","For-profit","1-122611701",18647,21945,0,"Requires improvement"
"1596",2015-10-16,"Requires improvement","For-profit","1-1240607670",19773,NA,0,"Requires improvement"
"1597",2015-10-16,"Good","For-profit","1-126668136",18737,20419,1,"Good"
"1598",2015-10-16,"Requires improvement","For-profit","1-133670884",18638,20767,0,"Requires improvement"
